lat,lon
37.518963,126.92162
37.535339,126.90368
37.516651,126.90799
37.522816,126.88565
37.518284,126.91264
37.520119,126.90517
37.507931,126.89523
37.513229,126.90447
37.532101,126.89444
37.498241,126.89398
37.48753,126.90488
37.522518,126.90722
37.518211,126.90223
37.499859,126.89724
37.494572,126.89975
37.525768,126.90574
37.528099,126.89339
37.499809,126.898
37.531509,126.89783
37.513851,126.89888
37.51012,126.90407
37.529171,126.90758
37.56805,126.96923
37.575794,126.97145
37.575947,126.97406
37.571732,126.97492
37.572113,126.97758
37.572582,126.97836
37.570808,126.97643
37.57,126.9711
37.569969,126.97394
37.569889,126.97646
37.568878,126.97747
37.566612,126.97747
37.564674,126.97674
37.556961,126.97177
37.579708,126.98086
37.57597,126.98306
37.570396,126.98179
37.568527,126.98255
37.566223,126.98359
37.565464,126.98414
37.564476,126.98697
37.56134,126.9804
37.576241,126.98616
37.573357,126.98747
37.570396,126.98819
37.568344,126.98789
37.568165,126.98498
37.566383,126.98721
37.56599,126.98779
37.570599,126.99179
37.570198,126.99126
37.562618,126.99284
37.578979,126.99648
37.570957,126.99712
37.571068,126.99819
37.585629,127.00068
37.58157,127.00179
37.579784,127.00253
37.575432,127.00498
37.574036,127.00672
37.573307,127.00071
37.569183,127.00988
37.565331,127.00784
37.572029,126.96079
37.576332,126.96859
37.585079,126.97062
37.583416,126.98524
37.579388,126.98495
37.579155,126.98896
37.576508,127.00246
37.577145,127.00206
37.5825,126.99854
37.576061,126.99768
37.573242,127.01591
37.572224,127.02271
37.57576,127.02284
37.579334,127.01508
37.573849,126.95869
37.569248,126.98054
37.575493,126.9785
37.563229,126.97484
37.558872,127.00554
37.554295,127.0112
37.555859,127.01386
37.560474,127.01408
37.563717,127.01843
37.557217,126.97301
37.569805,127.01695
37.556,126.97336
37.563866,127.00275
37.558533,127.00699
37.555199,127.01005
37.565849,127.0164
37.55978,126.96851
37.569836,126.98266
37.590233,126.99852
37.566994,127.00346
37.585735,127.00161
37.56673,126.99661
37.56139,126.99535
37.565437,126.97331
37.570141,127.00938
37.56749,126.96592
37.568855,126.96456
37.57048,126.99664
37.566559,126.99244
37.554482,126.96609
37.587524,126.883
37.586189,126.88162
37.582855,126.87982
37.58559,126.88473
37.582657,126.88579
37.581314,126.88059
37.580631,126.88368
37.580811,126.88665
37.579399,126.88916
37.577496,126.88777
37.577995,126.89147
37.575802,126.89074
37.571476,126.88969
37.57822,126.89447
37.577469,126.89736
37.575665,126.89445
37.575069,126.89992
37.570721,126.89898
37.56842,126.89943
37.566246,126.89618
37.565903,126.90118
37.569084,126.89442
37.57362,126.89805
37.584503,126.8856
37.549061,126.95418
37.569584,126.90382
37.5644,126.99143
37.549889,127.00735
37.562172,127.00626
37.5709,127.01952
37.563339,126.9082
37.566502,126.98234
37.561489,127.02393
37.556862,126.97562
37.556591,126.94619
37.54821,126.94138
37.56472,126.90677
37.535751,126.94404
37.600128,126.95783
37.603992,126.96195
37.608719,126.97286
37.583603,126.97255
37.583515,126.97967
37.571239,127.00441
37.57114,127.00067
37.570358,126.98638
37.570961,127.00606
37.574471,127.01983
37.57132,127.00721
37.569939,126.97754
37.574364,126.97237
37.54707,127.07427
37.537308,127.07035
37.53186,127.06719
37.536667,127.07359
37.53297,127.07594
37.53701,127.08225
37.549061,127.05779
37.548203,127.05711
37.545166,127.05751
37.539654,127.05259
37.541222,127.0438
37.544582,127.04461
37.548561,127.04501
37.546307,127.04981
37.54258,127.06331
37.530235,127.08683
37.548405,127.06937
37.571526,127.03536
37.566994,127.02992
37.563858,127.03032
37.561447,127.03492
37.548641,127.01643
37.543663,127.01406
37.5522,127.02506
37.558052,127.04035
37.563511,127.05673
37.561371,127.06366
37.568748,127.0304
37.548149,127.02109
37.548634,127.02573
37.553986,127.03359
37.55735,127.02921
37.560356,127.0414
37.56765,127.05116
37.559795,127.0742
37.55603,127.07864
37.535465,127.09448
37.535969,127.09467
37.54073,127.10291
37.532478,127.08509
37.52977,127.07486
37.551224,127.08971
37.57164,127.03566
37.540062,127.0945
37.536579,127.09297
37.571255,127.0798
37.537849,127.09217
37.542053,127.0204
37.567642,127.0257
37.564606,127.03652
37.561096,127.0368
37.551205,127.06893
37.542816,127.04467
37.559246,127.07341
37.547913,127.06275
37.547928,127.01557
37.541363,127.01766
37.54459,127.05708
37.571102,127.02356
37.549583,127.03024
37.548496,127.07476
37.56538,127.08651
37.545231,127.08473
37.551849,127.08898
37.564293,127.08694
37.54483,127.10426
37.546547,127.10613
37.548286,127.06209
37.565205,127.04185
37.55439,127.02015
37.561012,127.05424
37.543179,127.04908
37.56797,127.04689
37.547829,127.07263
37.536808,127.05549
37.565941,127.0454
37.545418,127.05264
37.532688,127.0675
37.544159,127.05666
37.540089,127.07375
37.542778,127.07537
37.541763,127.07843
37.528587,127.07787
37.558365,127.05691
37.589912,127.06868
37.575947,127.03736
37.572174,127.07139
37.569656,127.05596
37.5742,127.0265
37.584625,127.07029
37.602711,127.06786
37.58131,127.05534
37.587791,127.03736
37.573086,127.05216
37.573666,127.03082
37.575272,127.02347
37.577686,127.03101
37.576382,127.03511
37.582561,127.05437
37.574203,127.05769
37.574718,127.05339
37.577793,127.05783
37.583698,127.05386
37.574188,127.04589
37.568192,127.05718
37.561153,127.07097
37.578632,127.07191
37.586815,127.06754
37.574852,127.04031
37.568184,127.05128
37.580406,127.04482
37.59602,127.05983
37.587517,127.05277
37.5909,127.04259
37.591614,127.04579
37.583008,127.06097
37.585197,127.06095
37.582455,127.0445
37.573753,127.03854
37.570156,127.04858
37.566971,127.07442
37.561867,127.06438
37.602798,127.06727
37.5667,127.06242
37.591534,127.06774
37.582748,127.04828
37.57653,127.06594
37.577621,127.05211
37.587238,127.04314
37.57576,127.04837
37.572948,127.06615
37.57835,127.03339
37.577999,127.03763
37.594601,127.05196
37.594891,127.06303
37.546848,126.87277
37.532803,126.86393
37.532543,126.86873
37.524063,126.87558
37.523254,126.86491
37.521881,126.85175
37.515156,126.8549
37.51897,126.86997
37.511585,126.84156
37.510658,126.84254
37.517059,126.84849
37.516998,126.83832
37.533047,126.82996
37.532547,126.8308
37.517281,126.86433
37.530369,126.86426
37.516197,126.8349
37.521435,126.85738
37.529163,126.87275
37.510681,126.8574
37.524334,126.85055
37.534389,126.8696
37.51038,126.8668
37.5299,126.87654
37.539551,126.8283
37.514099,126.831
37.51395,126.85606
37.53643,126.87152
37.52219,126.8367
37.52256,126.84948
37.536201,126.8278
37.536369,126.83171
37.53952,126.8254
37.550732,126.86458
37.5089,126.84268
37.543842,126.88255
37.522282,126.8397
37.536503,126.87775
37.53458,126.87565
37.530251,126.8793
37.537228,126.88661
37.512157,126.83563
37.542183,126.8633
37.541142,126.87668
37.537868,126.88141
37.52668,126.87617
37.514278,126.82874
37.514721,126.8592
37.524071,126.8386
37.506821,126.8443
37.524551,126.87705
37.511318,126.85862
37.531029,126.87589
37.524776,126.87548
37.532433,126.95474
37.541153,127.00221
37.538139,127.0041
37.536758,126.97
37.533066,126.96073
37.552277,126.97269
37.520504,126.98974
37.530167,127.00744
37.53841,126.98665
37.53508,126.98538
37.53484,126.97766
37.533512,126.97228
37.518509,126.9788
37.530148,126.96848
37.533451,126.97173
37.544895,126.96938
37.541653,126.97051
37.549026,126.97195
37.522041,126.96552
37.54232,126.96196
37.520336,126.99426
37.555367,126.96864
37.541885,126.97966
37.544079,126.972
37.52293,126.96169
37.534424,126.94857
37.534279,126.98856
37.521282,126.97347
37.539009,126.96138
37.541981,126.97154
37.531422,126.9515
37.52906,127.00673
37.54446,126.97239
37.52401,127.00145
37.523651,126.97027
37.52961,126.96887
37.533798,126.98867
37.527149,126.95516
37.5327,126.96438
37.546638,126.98104
37.603943,126.9277
37.600975,126.92696
37.643108,126.91822
37.645866,126.92739
37.648674,126.9307
37.636234,126.919
37.61721,126.91958
37.599491,126.91686
37.613186,126.91735
37.586994,126.92288
37.605583,126.92294
37.589661,126.91695
37.6007,126.92013
37.590797,126.91365
37.584381,126.9099
37.607849,126.92133
37.601299,126.93535
37.607948,126.9325
37.630016,126.91903
37.617802,126.92197
37.620949,126.92564
37.628517,126.92958
37.609566,126.93098
37.611179,126.92967
37.617855,126.92252
37.641315,126.93804
37.601662,126.9203
37.604736,126.91534
37.610004,126.9164
37.612484,126.91488
37.597141,126.9096
37.605202,126.92211
37.645851,126.9238
37.644684,126.91846
37.6017,126.92742
37.63726,126.9337
37.644081,126.92928
37.602402,126.92865
37.63414,126.93234
37.618439,126.93288
37.622669,126.91999
37.577202,126.90235
37.619781,126.92081
37.610779,126.91735
37.619305,126.92059
37.62265,126.92525
37.625778,126.92882
37.642609,126.92148
37.594376,126.91816
37.600361,126.92281
37.643661,126.91456
37.638252,126.91946
37.61097,126.92981
37.639259,126.91891
37.614429,126.93258
37.616112,126.92504
37.593479,126.92319
37.609032,126.93468
37.60891,126.93242
37.64209,126.92941
37.64386,126.93188
37.602329,126.90655
37.541805,127.12472
37.545219,127.12592
37.543915,127.12546
37.553349,127.12886
37.55492,127.1428
37.559063,127.13065
37.549549,127.12715
37.538658,127.12421
37.534481,127.13834
37.534771,127.13524
37.536026,127.12273
37.530773,127.12093
37.5508,127.14262
37.550079,127.14691
37.559399,127.17116
37.535473,127.14517
37.524681,127.13541
37.526825,127.13003
37.52829,127.1268
37.564301,127.17395
37.533764,127.13803
37.549999,127.17469
37.529251,127.12311
37.546696,127.17255
37.546631,127.15588
37.535999,127.1477
37.5331,127.12278
37.536541,127.1254
37.527061,127.12207
37.555851,127.1299
37.556728,127.13621
37.557991,127.14471
37.561909,127.15075
37.555016,127.15527
37.551998,127.1533
37.562588,127.17761
37.568668,127.1748
37.561279,127.1678
37.5672,127.16346
37.559196,127.1533
37.568562,127.177
37.545399,127.1426
37.536381,127.13725
37.531013,127.14237
37.56118,127.18027
37.526695,127.13553
37.554829,127.13732
37.556469,127.15682
37.562538,127.16453
37.560009,127.16958
37.563332,127.17909
37.55579,127.17381
37.553471,127.165
37.538181,127.13175
37.544659,127.13264
37.546928,127.13462
37.551079,127.16262
37.581612,126.7986
37.573643,126.81181
37.577221,126.8122
37.581623,126.81265
37.573032,126.81645
37.56356,126.81015
37.563347,126.81049
37.562683,126.81624
37.566982,126.8218
37.568577,126.82478
37.573093,126.8229
37.572781,126.82628
37.551666,126.86409
37.558197,126.84426
37.557461,126.86146
37.554253,126.86756
37.565189,126.854
37.559479,126.86438
37.561932,126.86387
37.57048,126.8495
37.557968,126.83829
37.552914,126.83657
37.548908,126.83656
37.540981,126.83855
37.541412,126.84023
37.542099,126.84022
37.542751,126.84262
37.546444,126.84546
37.551109,126.86371
37.546532,126.86255
37.544788,126.862
37.541431,126.86322
37.537891,126.8634
37.531399,126.86361
37.52906,126.84848
37.528919,126.84808
37.530338,126.83826
37.54147,126.84478
37.567284,126.81828
37.56155,126.81048
37.560234,126.82347
37.558666,126.82661
37.55891,126.8381
37.56926,126.84842
37.550659,126.84977
37.561035,126.85481
37.565853,126.8466
37.56768,126.8409
37.549694,126.81966
37.562679,126.82047
37.570499,126.82008
37.568447,126.82165
37.562569,126.84246
37.553467,126.82593
37.560226,126.81907
37.547199,126.87449
37.549179,126.8688
37.550049,126.87316
37.561249,126.86058
37.556259,126.85332
37.556599,126.85147
37.554379,126.85754
37.55011,126.82368
37.572472,126.80617
37.557468,126.82972
37.551044,126.8185
37.556877,126.84881
37.548321,126.8534
37.55645,126.81598
37.562901,126.84947
37.554729,126.81609
37.55302,126.81837
37.571381,126.82834
37.560501,126.82665
37.560242,126.82716
37.555538,126.82676
37.559471,126.83208
37.563301,126.83682
37.564129,126.83431
37.568241,126.83583
37.560242,126.83581
37.56255,126.82744
37.547821,126.83613
37.578449,126.79897
37.493179,127.11855
37.493729,127.12062
37.493343,127.14473
37.510429,127.07137
37.51128,127.07824
37.499756,127.1525
37.529675,127.11979
37.520451,127.1042
37.513126,127.10096
37.512104,127.10778
37.499413,127.11287
37.50766,127.13274
37.502594,127.12765
37.516571,127.13154
37.479271,127.12958
37.508968,127.12584
37.505692,127.08404
37.5042,127.08753
37.511982,127.08505
37.512169,127.07893
37.520077,127.11237
37.493126,127.14382
37.4977,127.1462
37.490688,127.14313
37.49567,127.13059
37.514088,127.09903
37.512089,127.09619
37.510509,127.09337
37.508339,127.08814
37.480843,127.11801
37.480576,127.11857
37.481239,127.1198
37.48209,127.11974
37.484531,127.12016
37.481537,127.12212
37.479465,127.12533
37.477509,127.12633
37.478821,127.12351
37.513962,127.12167
37.505463,127.07735
37.490047,127.11075
37.505932,127.10775
37.501652,127.12818
37.491131,127.12581
37.4921,127.11775
37.493198,127.129
37.508984,127.1266
37.506302,127.1214
37.505802,127.10972
37.480541,127.13702
37.538582,127.1228
37.486149,127.1248
37.478809,127.12
37.51424,127.12307
37.517288,127.1142
37.511944,127.09122
37.499985,127.13539
37.532848,127.12105
37.504589,127.13937
37.503757,127.13709
37.515831,127.1068
37.497517,127.15468
37.495659,127.15717
37.499874,127.14148
37.505455,127.13175
37.47747,127.14459
37.474377,127.14067
37.477531,127.14152
37.487999,127.13109
37.531471,127.11109
37.474659,127.13772
37.521938,127.13187
37.506561,127.09656
37.513962,127.1003
37.508678,127.10343
37.509201,127.10412
37.519878,127.13671
37.506939,127.13922
37.588764,127.00631
37.591694,127.0125
37.594402,126.99231
37.589329,127.01643
37.588448,127.00671
37.582592,127.02898
37.603249,127.01465
37.60244,127.01169
37.607761,127.00328
37.607262,127.00284
37.612774,127.00653
37.603085,127.02479
37.603043,127.03327
37.59827,127.03503
37.593288,127.03667
37.598068,127.03928
37.600433,127.04021
37.605808,127.04774
37.606068,127.04732
37.607342,127.05068
37.602627,127.04163
37.613556,127.06609
37.610523,127.0598
37.612999,127.06131
37.591251,127.01401
37.590382,127.01714
37.586899,127.02075
37.610569,127.03351
37.61956,127.0538
37.592617,126.99793
37.589249,127.00738
37.600288,127.0137
37.608978,127.02025
37.607105,127.0215
37.604752,127.02276
37.623829,127.0502
37.579449,127.02419
37.583881,127.0171
37.60083,127.02355
37.590714,127.03619
37.588699,127.01891
37.612072,127.00813
37.60479,127.01058
37.619801,127.0451
37.603096,127.0135
37.592842,127.00212
37.585098,127.01968
37.583752,127.02195
37.590172,127.00409
37.593361,126.99909
37.59972,127.04038
37.603512,127.02256
37.59148,127.0201
37.609131,127.03003
37.59454,126.99521
37.586559,127.03196
37.602291,127.03898
37.603909,127.03738
37.614738,127.07636
37.600071,127.10233
37.59425,127.07658
37.595299,127.08003
37.599098,127.09295
37.606251,127.10827
37.611511,127.07789
37.610722,127.07748
37.577782,127.09019
37.592541,127.08674
37.590961,127.08707
37.617561,127.09031
37.581646,127.08843
37.595219,127.086
37.617989,127.11054
37.614231,127.09676
37.612461,127.10338
37.620098,127.10646
37.606312,127.10774
37.58746,127.09597
37.573589,127.08682
37.574299,127.08691
37.616024,127.08597
37.599957,127.08
37.606152,127.0926
37.606499,127.09545
37.602077,127.07958
37.579868,127.08237
37.608681,127.10079
37.605881,127.10063
37.58342,127.07993
37.616169,127.09348
37.586372,127.08007
37.616711,127.11073
37.598591,127.07982
37.59552,127.09878
37.5742,127.08061
37.579941,127.0794
37.591301,127.08033
37.588902,127.08728
37.597321,127.0898
37.596558,127.08584
37.619625,127.08501
37.592758,127.07267
37.585655,127.07505
37.604603,127.10925
37.607349,127.07859
37.596329,127.0859
37.595112,127.10033
37.58976,127.09324
37.58976,127.09324
37.59734,127.09309
37.62608,127.02648
37.639278,127.02676
37.624157,127.01862
37.640327,127.01336
37.634377,127.03575
37.633717,127.03552
37.631123,127.03603
37.644737,127.02657
37.639648,127.02512
37.638805,127.02836
37.618286,127.02405
37.638706,127.01591
37.643085,127.01617
37.645451,127.01562
37.639862,127.02279
37.654472,127.01276
37.62714,127.0267
37.641739,127.02463
37.627335,127.02605
37.615036,127.0207
37.63018,127.02491
37.643551,127.02235
37.613956,127.03025
37.626354,127.04745
37.629917,127.04092
37.619637,127.04453
37.636292,127.02338
37.636261,127.03217
37.663666,127.01243
37.656158,127.01314
37.649673,127.01345
37.64167,127.01688
37.62653,127.01806
37.621552,127.02037
37.630188,127.01774
37.62038,127.01368
37.615459,127.0297
37.618641,127.03624
37.622688,127.03781
37.615299,127.06447
37.622662,127.0619
37.624859,127.05014
37.631622,127.06162
37.619171,127.07493
37.626614,127.07275
37.620369,127.08364
37.62994,127.07655
37.635109,127.06833
37.63715,127.06327
37.649021,127.07641
37.648209,127.07022
37.638649,127.06629
37.66,127.07297
37.676941,127.0551
37.673618,127.05525
37.67625,127.0555
37.669079,127.07759
37.67271,127.08316
37.649212,127.06177
37.654701,127.0634
37.680313,127.05507
37.623863,127.06849
37.621555,127.06951
37.625435,127.08849
37.617367,127.07521
37.638489,127.1079
37.63958,127.0651
37.672375,127.05599
37.68,127.05558
37.6562,127.06362
37.663792,127.07545
37.631111,127.07016
37.654999,127.06744
37.654049,127.05733
37.65033,127.0716
37.642071,127.07662
37.649639,127.06561
37.654114,127.05915
37.619381,127.05785
37.649361,127.07044
37.647335,127.07642
37.655781,127.07178
37.654499,127.07439
37.645306,127.06326
37.643757,127.06499
37.64341,127.07184
37.629349,127.05483
37.687965,127.05345
37.653976,127.06097
37.653549,127.05808
37.626942,127.05513
37.623165,127.0905
37.648438,127.06445
37.64283,127.10667
37.642654,127.10838
37.645802,127.08226
37.656799,127.07761
37.650459,127.08089
37.61832,127.07563
37.64819,127.08048
37.66114,127.05805
37.665661,127.0573
37.665249,127.05789
37.65773,127.05931
37.660709,127.06533
37.646172,127.05056
37.646172,127.05056
37.68972,127.0452
37.669224,127.04652
37.665665,127.04267
37.654461,127.03851
37.65683,127.03985
37.650127,127.03535
37.654049,127.0502
37.647266,127.02588
37.64463,127.04461
37.653179,127.01279
37.654202,127.05073
37.655708,127.0501
37.673283,127.04399
37.668671,127.04798
37.653015,127.047
37.657799,127.05005
37.662079,127.02772
37.647503,127.04331
37.658588,127.03521
37.678677,127.04076
37.677666,127.04624
37.68401,127.04579
37.687592,127.0455
37.6875,127.04256
37.667599,127.043
37.662979,127.04194
37.65815,127.03267
37.679119,127.04498
37.652241,127.03706
37.639702,127.03883
37.646309,127.05274
37.638859,127.04118
37.645199,127.03298
37.648891,127.02302
37.46653,126.88872
37.482288,126.87777
37.486214,126.87864
37.473209,126.88494
37.470779,126.88516
37.479031,126.8873
37.47422,126.89413
37.446861,126.90383
37.456478,126.89593
37.44334,126.90336
37.451458,126.90212
37.452991,126.90091
37.458912,126.89859
37.46455,126.88373
37.4547,126.89105
37.456841,126.88834
37.455849,126.89314
37.475319,126.89889
37.469139,126.8972
37.47023,126.89507
37.4725,126.89796
37.466541,126.89028
37.479084,126.87904
37.47707,126.88443
37.467403,126.90814
37.477058,126.88519
37.475101,126.88807
37.476952,126.89187
37.462574,126.90686
37.477097,126.91113
37.460289,126.89219
37.460171,126.89604
37.461033,126.8871
37.476276,126.88539
37.481354,126.88694
37.48016,126.88637
37.481232,126.88149
37.451771,126.9134
37.472481,126.89587
37.47818,126.89741
37.451321,126.89762
37.478409,126.90737
37.46056,126.88709
37.437271,126.90269
37.507332,126.87973
37.51424,126.88287
37.50972,126.8901
37.489632,126.87626
37.495285,126.87216
37.497505,126.88438
37.48494,126.90132
37.4888,126.89066
37.491032,126.89215
37.494591,126.89392
37.494141,126.88998
37.504379,126.8883
37.478741,126.8951
37.499889,126.8677
37.49947,126.8684
37.505135,126.85276
37.497684,126.85373
37.494995,126.85825
37.501583,126.84687
37.494282,126.85922
37.486061,126.85201
37.493938,126.84406
37.49279,126.82452
37.503117,126.88039
37.480289,126.8395
37.482105,126.84573
37.486385,126.83921
37.482883,126.90104
37.51001,126.88205
37.493401,126.87433
37.495781,126.89012
37.496456,126.88959
37.50285,126.88948
37.508194,126.8913
37.481602,126.8928
37.49789,126.8645
37.497231,126.85919
37.496498,126.8631
37.505138,126.84434
37.498482,126.8475
37.501904,126.82896
37.490723,126.82639
37.488598,126.83649
37.50518,126.88254
37.49258,126.89474
37.48568,126.8867
37.48621,126.83882
37.492031,126.87377
37.479431,126.8427
37.502548,126.88388
37.495266,126.88847
37.498516,126.89199
37.484859,126.89519
37.490341,126.86093
37.50605,126.86079
37.496761,126.84496
37.491798,126.83242
37.48938,126.8342
37.496998,126.87178
37.495399,126.87101
37.498569,126.87152
37.512959,126.95207
37.513359,126.94806
37.512939,126.93424
37.509369,126.92807
37.500076,126.92108
37.488361,126.90623
37.505852,126.93936
37.499855,126.92957
37.499645,126.92709
37.504498,126.93899
37.502178,126.9482
37.50938,126.96362
37.509056,126.96325
37.507042,126.95915
37.48447,126.97143
37.485508,126.98162
37.481491,126.98158
37.476891,126.98058
37.494705,126.98239
37.503189,126.97715
37.503181,126.97609
37.506359,126.96908
37.486835,126.96805
37.488453,126.97421
37.513248,126.93997
37.510548,126.94485
37.494499,126.91653
37.500881,126.94175
37.513523,126.94353
37.497078,126.91779
37.484631,126.97155
37.505928,126.96923
37.486652,126.96784
37.512901,126.92661
37.505356,126.96618
37.51199,126.92709
37.489399,126.90711
37.497669,126.91987
37.488159,126.96648
37.496601,126.95368
37.51392,126.94307
37.48423,126.92639
37.489178,126.91927
37.476089,126.98133
37.480251,126.9146
37.473728,126.9184
37.475471,126.93646
37.483341,126.9432
37.486225,126.93583
37.483192,126.90203
37.480869,126.95332
37.481339,126.95065
37.484661,126.9039
37.479916,126.90284
37.481705,126.95083
37.484257,126.9547
37.478058,126.9605
37.464886,126.91948
37.479164,126.95258
37.469055,126.95815
37.47197,126.95876
37.484409,126.92891
37.484577,126.92992
37.484901,126.93653
37.471165,126.93702
37.478428,126.93186
37.472294,126.93341
37.470695,126.9422
37.477776,126.91676
37.486359,126.94292
37.477028,126.96339
37.485142,126.92056
37.480721,126.90933
37.4818,126.91524
37.47509,126.95923
37.478855,126.95159
37.484768,126.93288
37.476482,126.96536
37.476295,126.96496
37.482189,126.94213
37.481529,126.91203
37.481548,126.952
37.469406,126.94451
37.48975,126.92747
37.488564,126.92848
37.487301,126.9287
37.488991,126.91638
37.487129,126.91302
37.46682,126.94881
37.482189,126.94616
37.487511,126.92779
37.471828,126.93392
37.489491,126.94592
37.453281,127.05148
37.448936,127.05438
37.447659,127.05502
37.453751,127.05938
37.454399,127.06231
37.454407,127.06493
37.505096,127.01311
37.502636,127.01231
37.500961,127.01793
37.502232,127.00226
37.504116,126.99749
37.501713,126.99548
37.513046,127.00596
37.506199,127.00394
37.500614,126.98616
37.485611,126.99468
37.478069,126.98203
37.47261,126.98301
37.473759,126.99525
37.475182,127.00139
37.489052,126.99252
37.489586,126.98673
37.487011,126.98496
37.485828,126.98263
37.496914,127.02496
37.491112,127.02296
37.482159,127.0027
37.484558,127.01487
37.494217,127.01379
37.485378,127.0417
37.48399,127.03418
37.481491,127.03673
37.477852,127.03891
37.473614,127.03051
37.4692,127.02901
37.462639,127.02662
37.459953,127.02474
37.456234,127.01935
37.455799,127.01629
37.467506,127.03448
37.463322,127.03604
37.47044,127.03886
37.46769,127.04036
37.462688,127.04611
37.471539,127.05059
37.512989,127.01118
37.516598,127.00959
37.471928,127.02684
37.488556,126.98257
37.494106,126.98299
37.49054,127.00816
37.502319,127.02227
37.510349,127.01605
37.448967,127.05774
37.487865,126.99429
37.487309,127.01058
37.477829,127.03827
37.46965,127.03961
37.461578,127.0488
37.474388,127.0389
37.51487,127.01528
37.493618,127.01418
37.484161,127.01097
37.475979,126.98628
37.477203,127.00584
37.486526,126.98917
37.468102,126.9868
37.457424,127.02265
37.458549,127.05589
37.45562,127.0671
37.455608,127.06445
37.464298,126.98853
37.499413,126.99941
37.488243,127.02702
37.484798,127.037
37.475906,127.04624
37.485672,127.01592
37.502411,127.02161
37.486469,127.02806
37.524071,127.02179
37.505581,127.02428
37.511517,127.02148
37.512527,127.03584
37.520641,127.03451
37.527122,127.02872
37.528614,127.03856
37.529301,127.0356
37.518902,127.04939
37.523613,127.04018
37.517773,127.04302
37.52058,127.05633
37.525116,127.05247
37.521275,127.06104
37.514248,127.06112
37.509575,127.06341
37.515888,127.0662
37.513577,127.05503
37.506607,127.05468
37.491928,127.05697
37.496117,127.06944
37.508091,127.0631
37.502213,127.06721
37.500439,127.06622
37.49865,127.05932
37.502396,127.0588
37.490551,127.03146
37.503586,127.04264
37.502357,127.04319
37.492199,127.03946
37.498051,127.0446
37.503998,127.04909
37.485157,127.03407
37.493759,127.0459
37.486767,127.04676
37.494236,127.04746
37.492077,127.07198
37.483261,127.0523
37.477509,127.04517
37.483311,127.08494
37.494007,127.07951
37.465317,127.10773
37.465061,127.1012
